-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,19,21,20,21,20,21,20,21,20,21,20,21
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,84,84,84,84,84,84,84,84,84,117,117
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,84,243,180,181,180,181,180,181,180,181,180,181
-1,-1,-1,-1,-1,-1,-1,-1,18,19,21,20,21,22,23,-1,-1,114,84,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,50,84,84,84,84,84,275,20,21,276,84,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,20,21,20,21,20,276,84,243,180,244,84,84,84,84,84,84,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,84,84,117,84,84,84,84,84,84,151,-1,82,84,243,180,181,180,182,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,-1,-1,180,181,180,181,180,181,182,183,-1,82,84,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,84,275,23,-1,18,19,20,21,20,21,22,23,-1,-1,-1,-1,-1
84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,146,84,84,87,-1,50,85,84,84,84,84,84,55,-1,-1,-1,-1,-1
84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,244,84,87,-1,82,84,243,180,181,244,84,119,-1,-1,-1,-1,-1
84,-1,-1,20,21,20,21,20,21,20,22,23,-1,114,84,119,-1,114,84,87,-1,-1,114,84,87,-1,-1,-1,-1,-1
84,84,84,84,84,84,84,84,84,84,84,55,-1,82,84,275,21,276,84,119,-1,-1,82,84,119,-1,-1,-1,-1,-1
-1,-1,-1,180,181,180,181,180,181,244,84,87,-1,114,84,84,84,84,84,151,-1,-1,114,84,87,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,114,84,275,20,276,84,243,181,180,182,183,-1,-1,82,84,119,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,146,84,84,84,84,84,151,-1,-1,-1,-1,-1,-1,114,84,275,20,21,20,21,21
-1,-1,-1,-1,-1,-1,-1,-1,-1,178,179,180,181,180,182,183,-1,-1,-1,-1,-1,-1,146,148,148,84,84,84,117,117
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178,179,181,180,181,180,181,181
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
